a----00proxy38998.gem	https://rubygems.org/api/v1/gems/a----00proxy38998.json
a----00proxy38998.versions	https://rubygems.org/api/v1/versions/a----00proxy38998.json
a----00proxy43876.gem	https://rubygems.org/api/v1/gems/a----00proxy43876.json
a----00proxy43876.versions	https://rubygems.org/api/v1/versions/a----00proxy43876.json
a----00proxy83005.gem	https://rubygems.org/api/v1/gems/a----00proxy83005.json
a----00proxy83005.versions	https://rubygems.org/api/v1/versions/a----00proxy83005.json
a----00proxy90278.gem	https://rubygems.org/api/v1/gems/a----00proxy90278.json
a----00proxy90278.versions	https://rubygems.org/api/v1/versions/a----00proxy90278.json
a----00proxy93049.gem	https://rubygems.org/api/v1/gems/a----00proxy93049.json
a----00proxy93049.versions	https://rubygems.org/api/v1/versions/a----00proxy93049.json
a--00cfmapjson726.gem	https://rubygems.org/api/v1/gems/a--00cfmapjson726.json
a--00cfmapjson726.versions	https://rubygems.org/api/v1/versions/a--00cfmapjson726.json
aaaresultfetchx.gem	https://rubygems.org/api/v1/gems/aaaresultfetchx.json
aaaresultfetchx.versions	https://rubygems.org/api/v1/versions/aaaresultfetchx.json
adep236097.gem	https://rubygems.org/api/v1/gems/adep236097.json
adep236097.versions	https://rubygems.org/api/v1/versions/adep236097.json
adep97117.gem	https://rubygems.org/api/v1/gems/adep97117.json
adep97117.versions	https://rubygems.org/api/v1/versions/adep97117.json
agentoaitestabc123.gem	https://rubygems.org/api/v1/gems/agentoaitestabc123.json
agentoaitestabc123.versions	https://rubygems.org/api/v1/versions/agentoaitestabc123.json
amd6002.gem	https://rubygems.org/api/v1/gems/amd6002.json
amd6002.versions	https://rubygems.org/api/v1/versions/amd6002.json
amdapi208076.gem	https://rubygems.org/api/v1/gems/amdapi208076.json
amdapi208076.versions	https://rubygems.org/api/v1/versions/amdapi208076.json
amdapi30894.gem	https://rubygems.org/api/v1/gems/amdapi30894.json
amdapi30894.versions	https://rubygems.org/api/v1/versions/amdapi30894.json
amdapi577106.gem	https://rubygems.org/api/v1/gems/amdapi577106.json
amdapi577106.versions	https://rubygems.org/api/v1/versions/amdapi577106.json
amdapi811316.gem	https://rubygems.org/api/v1/gems/amdapi811316.json
amdapi811316.versions	https://rubygems.org/api/v1/versions/amdapi811316.json
amdmore280320.gem	https://rubygems.org/api/v1/gems/amdmore280320.json
amdmore280320.versions	https://rubygems.org/api/v1/versions/amdmore280320.json
amdmore690849.gem	https://rubygems.org/api/v1/gems/amdmore690849.json
amdmore690849.versions	https://rubygems.org/api/v1/versions/amdmore690849.json
amdmore730329.gem	https://rubygems.org/api/v1/gems/amdmore730329.json
amdmore730329.versions	https://rubygems.org/api/v1/versions/amdmore730329.json
amdmore778667.gem	https://rubygems.org/api/v1/gems/amdmore778667.json
amdmore778667.versions	https://rubygems.org/api/v1/versions/amdmore778667.json
amdmore843916.gem	https://rubygems.org/api/v1/gems/amdmore843916.json
amdmore843916.versions	https://rubygems.org/api/v1/versions/amdmore843916.json
amdvar134124.gem	https://rubygems.org/api/v1/gems/amdvar134124.json
amdvar134124.versions	https://rubygems.org/api/v1/versions/amdvar134124.json
amdvar152054.gem	https://rubygems.org/api/v1/gems/amdvar152054.json
amdvar152054.versions	https://rubygems.org/api/v1/versions/amdvar152054.json
amdvar521314.gem	https://rubygems.org/api/v1/gems/amdvar521314.json
amdvar521314.versions	https://rubygems.org/api/v1/versions/amdvar521314.json
amdvar670957.gem	https://rubygems.org/api/v1/gems/amdvar670957.json
amdvar670957.versions	https://rubygems.org/api/v1/versions/amdvar670957.json
amdvar775714.gem	https://rubygems.org/api/v1/gems/amdvar775714.json
amdvar775714.versions	https://rubygems.org/api/v1/versions/amdvar775714.json
amdvar877792.gem	https://rubygems.org/api/v1/gems/amdvar877792.json
amdvar877792.versions	https://rubygems.org/api/v1/versions/amdvar877792.json
